iteration,question_idx,question,answer,expected_answer,expected_category,keywords,evaluation_notes,relevancy_score,faithfulness_score,response_time,chunk_size,chunk_overlap,similarity_top_k,system_prompt
13,I'm financing my new car. Does this change what insurance information you need?,"When you are financing a new car, there are a few additional details we need to ensure your insurance policy is properly updated:

1. **Bill of Sale or Purchase Order**: As with any new vehicle acquisition, please provide us with the bill of sale or purchase order.

2. **Financing Details**: Include information about the loan, such as the name of the lender or financial institution. This is important for noting any lienholder on your insurance policy.

3. **Registration Information**: Indicate whether the car will be registered in your state.

4. **Documentation Submission**: Send all the required documentation to service@chartwellins.com.

Providing these details will help us ensure that your new financed vehicle is fully covered under your insurance policy, including any requirements from your lender. If you have any further questions or need assistance, feel free to contact us.","Yes, please include information about the loan when you send us the bill of sale. We need to know if there is a lease or a loan on the vehicle. Send all documentation to service@chartwellins.com.",Vehicle Change,"financing, loan information, requirements",Should mention need for loan information in documentation,1.0,1.0,3.376120090484619,1,2025-09-27T13:59:05.726063,896,224,5,
14,Can I drive my new car off the lot before you officially add it to my policy?,"Yes, you can drive your new car off the lot before it is officially added to your policy. Your newly acquired vehicle is automatically covered for 30 days. This automatic coverage allows you to drive the car immediately while you complete the necessary paperwork to officially add it to your insurance policy.

To ensure continuous coverage beyond the initial 30 days, please provide us with the following documentation as soon as possible:

1. **Bill of Sale or Purchase Order**: Send us a copy to confirm the purchase.
2. **Registration Information**: Indicate whether the car will be registered in your state.
3. **Lease or Loan Details**: If applicable, inform us if there is a lease or a loan on the vehicle.

Please send all documentation to service@chartwellins.com. If you have any further questions or need assistance, feel free to reach out to us.","Yes, there is 30 days of automatic coverage for newly acquired vehicles, so you can drive the car. However, please send us the bill of sale and other required documentation as soon as possible.",Vehicle Change,"driving new car, policy timing, coverage confirmation",Should explain 30-day automatic coverage allows this,1.0,1.0,2.607017993927002,1,2025-09-27T13:59:05.726063,896,224,5,
15,What happens if I don't send you the new car paperwork within the 30-day coverage period?,"If you do not send the necessary paperwork for your new car within the 30-day automatic coverage period, you risk a lapse in coverage for the vehicle. This means that after the initial 30 days, your new car may not be insured, which could leave you financially vulnerable in the event of an accident or damage.

To avoid this situation, please ensure that you provide the following documentation within the 30-day period:

1. **Bill of Sale or Purchase Order**: This confirms the purchase of your new vehicle.
2. **Registration Information**: Indicate whether the car will be registered in your state.
3. **Lease or Loan Details**: If applicable, inform us if there is a lease or a loan on the vehicle.

Send all required documentation to service@chartwellins.com. By doing so, you can ensure continuous coverage and avoid any potential gaps in your insurance protection. If you have any further questions or need assistance, please feel free to contact us.","It's important to send the required documentation within the 30-day automatic coverage period to ensure continuous coverage. Please send the bill of sale, lease/loan information, and registration state to service@chartwellins.com promptly.",Vehicle Change,"30-day period, paperwork deadline, consequences",Should explain importance of timely documentation,1.0,1.0,2.7564589977264404,1,2025-09-27T13:59:05.726063,896,224,5,
16,I'm replacing a totaled car with a new purchase. Is the process different?,"When replacing a totaled car with a new purchase, the insurance process is similar to acquiring any new vehicle, with a few considerations:

1. **Automatic Coverage**: Your new vehicle will have automatic coverage for 30 days. This ensures you have immediate coverage while you complete the necessary paperwork.

2. **Documentation Required**:
   - **Bill of Sale or Purchase Order**: Send us a copy of the bill of sale or purchase order for the new car.
   - **Registration Information**: Indicate whether the new car will be registered in your state.
   - **Lease or Loan Details**: If applicable, inform us if there is a lease or a loan on the vehicle.

3. **Proof of Insurance**: If your dealer requires proof of insurance before releasing the car, send us the purchase order, or have the dealer contact us directly at service@chartwellins.com.

4. **Old Vehicle**: Since your previous car was totaled, ensure that any claims related to it are settled. We will not remove the old car from your policy until we confirm it is no longer in your possession.

5. **Submission**: Send all relevant documentation to service@chartwellins.com.

By following these steps, you can ensure that your new car is properly covered under your insurance policy. If you have any further questions or need assistance, please feel free to contact us.","The new car process is the same - 30 days automatic coverage and we need the bill of sale, lease/loan info, and registration state. The totaled vehicle will be handled through the claims process. Send new car documentation to service@chartwellins.com.",Vehicle Change,"totaled car replacement, claims process",Should address both removal of totaled car and new car addition,1.0,1.0,5.119472980499268,1,2025-09-27T13:59:05.726063,896,224,5,
17,Do I need different coverage amounts for my new car compared to my old one?,"When you purchase a new car, the coverage amounts may need to be adjusted compared to your old vehicle, depending on several factors:

1. **Value of the New Car**: If your new car is more valuable than your old one, you may want to increase your coverage limits to ensure adequate protection. This includes both collision and comprehensive coverage.

2. **Loan or Lease Requirements**: If you are financing or leasing the new car, the lender or leasing company may have specific insurance requirements, such as higher liability limits or the inclusion of gap insurance.

3. **Additional Coverage Options**: Consider additional coverage options that may be beneficial for a new car, such as:
   - **Gap Insurance**: Covers the difference between the car's actual cash value and the amount you owe on the loan or lease.
   - **New Car Replacement**: Some policies offer replacement coverage for new cars if they are totaled within a certain period.
   - **Enhanced Coverage for Features**: If your new car has custom equipment or advanced technology, you might need additional coverage for these features.

4. **Documentation**: Ensure you provide the bill of sale or purchase order, and inform us of any lease or loan details. Send all documentation to service@chartwellins.com.

It's important to review your policy and discuss your specific needs with us to ensure your new car is adequately covered. If you have any further questions or need assistance, please feel free to contact us.",This depends on the value and features of your new car compared to your old one. Please send us the vehicle information and we can review your coverage to ensure it's adequate for your new vehicle.,Coverage Analysis,"coverage amounts, vehicle comparison, policy limits",Should reference policy documents and coverage analysis,1.0,1.0,6.450695991516113,1,2025-09-27T13:59:05.726063,896,224,5,
18,What should I do if my new car is more expensive than my old one?,"If your new car is more expensive than your old one, here are some steps you should consider to ensure your insurance coverage is adequate:

1. **Review Coverage Limits**: Evaluate your current coverage limits for both liability and physical damage (collision and comprehensive). You may need to increase these limits to match the higher value of your new car.

2. **Consider Additional Coverage**:
   - **Gap Insurance**: If you financed or leased the car, gap insurance can cover the difference between the car's actual cash value and the amount you owe on the loan or lease.
   - **New Car Replacement**: Some insurers offer new car replacement coverage, which can replace your car with a new one if it's totaled within a certain period.

3. **Update Your Policy**: Contact us to update your policy with the new vehicle details. Provide the bill of sale or purchase order, and inform us of any lease or loan details.

4. **Evaluate Deductibles**: Consider adjusting your deductibles for collision and comprehensive coverage. A higher deductible can lower your premium, but ensure it remains affordable in the event of a claim.

5. **Additional Features**: If your new car has custom equipment or advanced technology, you might need additional coverage for these features.

6. **Documentation Submission**: Send all relevant documentation to service@chartwellins.com to ensure your policy reflects the new vehicle and its value.

By taking these steps, you can ensure that your new, more expensive car is adequately protected under your insurance policy. If you have any further questions or need assistance, please feel free to contact us.",Please send us the vehicle information including the purchase price. We should review your coverage limits to make sure they're adequate for the increased value of your new vehicle.,Coverage Analysis,"vehicle value increase, coverage adequacy",Should suggest reviewing coverage limits and policy terms,1.0,1.0,5.204937934875488,1,2025-09-27T13:59:05.726063,896,224,5,
19,How do I know if my current policy covers all the features of my new car?,"To determine if your current policy covers all the features of your new car, consider the following steps:

1. **Review Your Policy**: Check your current insurance policy to see what types of coverage are included. Look for coverage related to:
   - **Electronic Equipment**: Ensure coverage for sound or visual image reproducing, receiving, and transmitting equipment, data processing equipment, GPS systems, and other similar equipment.
   - **Custom Equipment**: If your new car has custom or aftermarket equipment, verify if these are covered under your policy.
   - **Newly Acquired Vehicles**: Your policy should automatically cover newly acquired vehicles for a certain period (typically 30 days), but you must request coverage within 90 days to continue beyond this period.

2. **Additional Features**: If your new car includes advanced technology or custom features, you may need to add specific endorsements or increase coverage limits to ensure these are protected.

3. **Contact Us**: If you're unsure about the coverage for specific features, contact us to review your policy details. We can help you adjust your coverage to match the needs of your new vehicle.

4. **Documentation**: Provide us with the bill of sale or purchase order and any details about custom or advanced features to ensure they are included in your coverage.

By reviewing your policy and discussing your specific needs with us, you can ensure that all features of your new car are adequately covered. If you have any further questions or need assistance, please feel free to contact us.",Please send us the details about your new vehicle's features and we can review your policy to ensure all features are properly covered. Contact service@chartwellins.com with the vehicle information.,Coverage Analysis,"policy coverage, new car features, adequacy review",Should reference policy documents and suggest coverage review,1.0,1.0,7.199046850204468,1,2025-09-27T13:59:05.726063,896,224,5,
20,What insurance documents should I keep in my new car?,"When you have a new car, it's important to keep certain insurance documents in the vehicle for easy access and compliance with legal requirements. Here are the key documents you should keep in your car:

1. **Insurance Card**: This card provides proof of insurance and includes important details such as your policy number, coverage dates, and contact information for your insurance provider. It's essential for situations like traffic stops or accidents.

2. **Vehicle Registration**: Although not an insurance document, keeping your vehicle registration in the car is legally required and often checked alongside your insurance card.

3. **Emergency Contact Information**: Include a list of emergency contacts and your insurance provider's contact information for quick access in case of an accident or emergency.

4. **Accident Information Form**: It's helpful to have a form or checklist to guide you on what information to collect if you're involved in an accident, such as other drivers' insurance details and witness contacts.

5. **Policy Summary**: While not necessary to keep in the car, having a summary of your insurance policy at home can be useful for understanding your coverage and deductibles.

Ensure these documents are stored in a safe and accessible place within your vehicle, such as the glove compartment. Keeping these documents handy will help you stay prepared and compliant with legal requirements. If you have any further questions or need assistance, feel free to contact us.","You should keep your current insurance card in the vehicle. Once we process your new vehicle paperwork, we'll provide you with updated documentation if needed.",General Insurance,"required documents, vehicle documentation",Should reference policy requirements for vehicle documentation,1.0,1.0,5.425077676773071,1,2025-09-27T13:59:05.726063,896,224,5,
21,Who should I contact if I have questions after adding my new car?,"If you have questions after adding your new car to your insurance policy, you should contact our customer service team for assistance. You can reach us at:

- **Email**: service@chartwellins.com

Our team is ready to help with any inquiries you may have regarding your policy, coverage details, or any other insurance-related questions. If you prefer to speak with someone directly, you can also call our customer service line. Please refer to your insurance documents or our website for the most current contact number.

Feel free to reach out to us at any time for support or clarification on your insurance needs.",Please contact us at service@chartwellins.com for any questions about your new vehicle or policy changes.,Customer Service,"contact information, follow-up questions",Should provide service@chartwellins.com and explain availability,1.0,1.0,2.657822847366333,1,2025-09-27T13:59:05.726063,896,224,5,
22,Can you explain why you need to know what state my car will be registered in?,"Knowing the state in which your car will be registered is important for several reasons related to your insurance policy:

1. **State Regulations**: Each state has its own insurance regulations and minimum coverage requirements. By knowing the state of registration, we can ensure that your policy complies with local laws and mandates.

2. **Premium Calculation**: Insurance premiums can vary significantly based on the state due to factors such as state-specific risk assessments, accident rates, and legal requirements. The state of registration helps us accurately calculate your premium.

3. **Coverage Options**: Some states may offer specific coverage options or endorsements that are unique to that state. Knowing where your car is registered allows us to tailor your policy to include any state-specific options that may benefit you.

4. **Claims Processing**: In the event of a claim, the state of registration can affect how claims are processed and settled, as different states have varying procedures and regulations.

Providing the state of registration ensures that your insurance policy is accurately set up to meet all legal requirements and provides you with the appropriate coverage for your location. If you have any further questions or need assistance, feel free to contact us.",Different states have different insurance requirements and regulations. We need to know the registration state to ensure your coverage meets that state's minimum requirements and complies with local laws.,Policy Requirements,"state registration, regulatory requirements",Should explain state-specific insurance requirements and regulations,1.0,1.0,3.994079828262329,1,2025-09-27T13:59:05.726063,896,224,5,
23,What's the difference between automatic coverage and being officially added to the policy?,"The difference between automatic coverage and being officially added to the policy involves the duration and formalization of your insurance coverage for a new vehicle:

1. **Automatic Coverage**:
   - **Temporary Protection**: Automatic coverage provides immediate, temporary insurance for a newly acquired vehicle. This coverage typically lasts for a specified period, such as 30 days, from the date of acquisition.
   - **Purpose**: It allows you to drive your new car immediately without a lapse in coverage while you complete the necessary paperwork to officially add the vehicle to your policy.
   - **Limitations**: Automatic coverage may not reflect the specific coverage limits or options you desire for the new vehicle. It serves as a temporary measure until formal adjustments are made.

2. **Officially Added to the Policy**:
   - **Formal Inclusion**: When a vehicle is officially added to your policy, it becomes a permanent part of your insurance contract. This involves updating your policy documents to include the new vehicle's details.
   - **Customized Coverage**: You can specify the coverage limits, deductibles, and any additional options or endorsements you want for the new vehicle.
   - **Long-term Protection**: Once officially added, the vehicle is covered according to the terms and conditions of your policy for the duration of the policy period.

To ensure continuous and appropriate coverage, it's important to provide the necessary documentation, such as the bill of sale or purchase order, and any other required information to officially add the vehicle to your policy within the automatic coverage period. If you have any further questions or need assistance, please feel free to contact us.","Automatic coverage is temporary protection for 30 days while you get us the required paperwork. Official addition to the policy happens when we receive and process your bill of sale, lease/loan information, and registration state documentation.",Policy Understanding,"automatic vs official coverage, policy mechanics",Should explain temporary vs permanent coverage and documentation importance,1.0,1.0,4.705793857574463,1,2025-09-27T13:59:05.726063,896,224,5,
24,I'm moving to a different state after buying my new car. How does this affect my insurance?,"Moving to a different state after buying a new car can affect your insurance in several ways:

1. **State Regulations**: Each state has its own insurance requirements, including minimum liability coverage limits. When you move, your policy must be adjusted to comply with the new state's regulations.

2. **Premium Adjustments**: Insurance premiums can vary by state due to differences in risk factors, such as accident rates, weather conditions, and local laws. Moving to a new state may result in a change in your premium.

3. **Coverage Adjustments**: Some states may require additional types of coverage, such as uninsured/underinsured motorist coverage or personal injury protection (PIP). Your policy may need to be updated to include these coverages.

4. **Registration and Titling**: You will need to register your car in the new state, which may require proof of insurance that meets the state's requirements. Ensure your insurance policy is updated to reflect the new registration state.

5. **Out-of-State Coverage**: If an accident occurs in a state other than where your car is principally garaged, your policy will adjust to meet the higher liability limits or compulsory insurance requirements of that state.

To ensure your insurance policy is properly updated when you move, contact us with your new address and registration details. We will help you adjust your coverage to meet the requirements of your new state and ensure continuous protection. If you have any further questions or need assistance, please feel free to contact us.","You'll need to send us the new car documentation (bill of sale, lease/loan info) and also inform us about the state change since different states have different insurance requirements. Please send all information to service@chartwellins.com.",Complex Scenario,"state change, relocation, new vehicle",Should address both new vehicle process and state change requirements,1.0,1.0,8.809733867645264,1,2025-09-27T13:59:05.726063,896,224,5,
0,I just bought a new car and need to add it to my insurance. What do I need to do?,"Subject: Adding Your New Car to Your Insurance Policy

Dear [Customer's Name],

Congratulations on your new car purchase! We are here to help you add it to your insurance policy smoothly.

For newly acquired vehicles, Chartwell Insurance provides 30 days of automatic coverage. To ensure your new car is fully covered beyond this period, please provide us with the following information:

1. **Bill of Sale or Purchase Order**: This document is necessary to verify the purchase.
2. **Registration State**: Let us know the state in which the car will be registered.
3. **Lease or Loan Information**: If applicable, please inform us if there is a lease or a loan on the vehicle.

Please send all the required documentation to our email at service@chartwellins.com. If your dealer requires proof of insurance before releasing the car, you can either send us the purchase order, or have the dealer contact us directly.

If you have any further questions or need assistance, feel free to reach out.

Best regards,

Chartwell Insurance Customer Service Team",There is 30 days of automatic coverage for newly acquired vehicles. Please send us the bill of sale or purchase order. Will this car be registered in [STATE]? Also let us know if there is a lease or a loan. Please send all documentation to service@chartwellins.com.,Vehicle Change,"new car, add insurance, documentation",Should mention 30-day automatic coverage and required documents,1.0,1.0,3.8777108192443848,2,2025-09-27T14:04:25.278382,512,128,5,"You are Chartwell Insurance AI Assistant, designed..."
1,I'm trading in my old car for a new one tomorrow. How does this affect my insurance coverage?,"Subject: Insurance Coverage for Your New Car Purchase

Dear [Customer's Name],

Thank you for reaching out to us regarding your upcoming car trade-in. We understand that transitioning to a new vehicle can be an exciting yet busy time, and we're here to make the insurance process as smooth as possible for you.

When you trade in your old car for a new one, Chartwell Insurance provides 30 days of automatic coverage for your newly acquired vehicle. This ensures that you have immediate protection as you transition to your new car.

To update your insurance policy and ensure continuous coverage, please provide us with the following information:

1. **Bill of Sale or Purchase Order**: This document is necessary to confirm the purchase of your new vehicle.
2. **Registration State**: Please let us know the state in which your new car will be registered.
3. **Lease or Loan Information**: Inform us if there is a lease or a loan on the new vehicle.

Please send all the required documentation to service@chartwellins.com. Additionally, for your protection, we will not remove your old car from the policy until we have confirmation that it is no longer in your possession.

If you have any questions or need further assistance, please do not hesitate to contact us.

Best regards,

Chartwell Insurance Customer Service Team","There is 30 days of automatic coverage for newly acquired vehicles. Please send us the bill of sale or purchase order. Will this car be registered in [STATE]? Also let us know if there is a lease or a loan. For your protection, we won't remove the old car from your policy until we know it's no longer in your possession.",Vehicle Change,"trade in, new car, coverage transition",Should explain automatic coverage and documentation requirements,1.0,1.0,3.6115479469299316,2,2025-09-27T14:04:25.278382,512,128,5,"You are Chartwell Insurance AI Assistant, designed..."
2,My dealer won't release my new car without proof of insurance. Can you help me get this quickly?,"Subject: Urgent: Proof of Insurance for New Car Release

Dear [Customer's Name],

Thank you for contacting us regarding the release of your new car. We understand the urgency of your situation and are here to assist you promptly.

To provide proof of insurance to your dealer, please send us the purchase order for your new vehicle. Once we receive this document, we can quickly issue the necessary proof of coverage. You can send the purchase order to our email at service@chartwellins.com.

Alternatively, you can have your dealer contact us directly at the same email address, and we will coordinate with them to ensure everything is in place for the release of your car.

Please let us know if there is anything else we can do to assist you during this process.

Best regards,

Chartwell Insurance Customer Service Team","If you need the insurance card in advance for the dealer, please send us the purchase order or put the dealer in touch with us directly. We can provide proof of coverage before the vehicle is delivered.",Vehicle Change,"dealer, proof of insurance, new car release",Should offer to provide proof in advance with purchase order,1.0,1.0,2.648944139480591,2,2025-09-27T14:04:25.278382,512,128,5,"You are Chartwell Insurance AI Assistant, designed..."
3,I leased a car today but haven't returned my old leased vehicle yet. What should I do about my policy?,"Subject: Managing Your Insurance Policy for a New Leased Vehicle

Dear [Customer's Name],

Congratulations on leasing your new vehicle! We understand that managing your insurance policy during this transition is important, and we're here to assist you.

Since you have leased a new car but have not yet returned your old leased vehicle, here’s what you need to do:

1. **Send the Bill of Sale**: Please provide us with the bill of sale for your new leased vehicle, including the lessor's information. This will help us update your policy to include the new car.

2. **Automatic Coverage**: Your new vehicle is automatically covered for 30 days from the date of acquisition. This ensures you have immediate protection.

3. **Returning the Old Vehicle**: Let us know when you plan to return your old leased vehicle. For your protection, we will not remove the old car from your policy until we have confirmation that it is no longer in your possession.

Please send the required documentation and any additional information to service@chartwellins.com. If you have any questions or need further assistance, feel free to reach out.

Thank you for choosing Chartwell Insurance. We look forward to continuing to serve your insurance needs.

Best regards,

Chartwell Insurance Customer Service Team","Please send the bill of sale with the lessor information. There is automatic coverage for 30 days on newly acquired vehicles. When will you be returning the old vehicle? For your protection, we won't remove the old car from your policy until we know it's no longer in your possession.",Vehicle Change,"lease, multiple vehicles, timing",Should explain keeping old car on policy until returned,1.0,1.0,4.132272958755493,2,2025-09-27T14:04:25.278382,512,128,5,"You are Chartwell Insurance AI Assistant, designed..."
4,How long do I have coverage on a newly purchased vehicle before I need to officially add it?,"Subject: Coverage Duration for Newly Purchased Vehicle

Dear [Customer's Name],

Thank you for reaching out to us with your question about coverage for your newly purchased vehicle.

When you acquire a new vehicle, Chartwell Insurance provides you with 30 days of automatic coverage. This coverage period allows you ample time to gather the necessary documents and officially add the vehicle to your insurance policy.

To ensure continuous coverage beyond this 30-day period, please provide us with the following information:

1. **Bill of Sale or Purchase Order**: This document is needed to verify the purchase.
2. **Registration State**: Inform us of the state where the vehicle will be registered.
3. **Lease or Loan Information**: If applicable, let us know if there is a lease or a loan on the vehicle.

Please send all required documentation to service@chartwellins.com. If you have any further questions or need assistance, feel free to contact us.

We appreciate your attention to this matter and look forward to assisting you with your insurance needs.

Best regards,

Chartwell Insurance Customer Service Team",There is 30 days of automatic coverage for newly acquired vehicles under your existing policy.,Vehicle Change,"newly purchased, coverage period, timeline",Should state 30-day automatic coverage period,1.0,1.0,3.894474983215332,2,2025-09-27T14:04:25.278382,512,128,5,"You are Chartwell Insurance AI Assistant, designed..."
5,What documents do you need when I get a new car?,"Subject: Required Documents for Adding a New Car to Your Insurance

Dear [Customer's Name],

Congratulations on your new car! To ensure that your vehicle is properly covered under your insurance policy, we will need a few documents from you. Here’s what you need to provide:

1. **Bill of Sale or Purchase Order**: This document is essential to verify the purchase of your new vehicle.

2. **Registration State**: Please let us know the state in which your new car will be registered.

3. **Lease or Loan Information**: If your new vehicle is leased or financed, please provide details about the lease or loan.

Once you have these documents ready, please send them to us at service@chartwellins.com. This will help us update your policy and ensure continuous coverage.

If you have any questions or need further assistance, please do not hesitate to reach out. We are here to help you with all your insurance needs.

Best regards,

Chartwell Insurance Customer Service Team","Please provide: 1) Bill of sale or purchase order, 2) Information about whether it's a lease or loan, 3) State where the vehicle will be registered, 4) Lessor information if applicable. Send to service@chartwellins.com.",Vehicle Change,"required documents, new car process","Should list bill of sale, registration state, lease/loan info",0.5,1.0,4.362452030181885,2,2025-09-27T14:04:25.278382,512,128,5,"You are Chartwell Insurance AI Assistant, designed..."
6,I need to remove my old car from my policy after trading it in. When can you do this?,"Subject: Removing Your Old Car from Your Insurance Policy

Dear [Customer's Name],

Thank you for reaching out to us regarding the removal of your old car from your insurance policy. We can assist you with this process to ensure your policy accurately reflects your current vehicle situation.

To remove your old car from your policy, please provide us with confirmation that the vehicle is no longer in your possession. This can be done by sending us the following:

1. **Proof of Trade-In or Sale**: A document such as a trade-in receipt or a bill of sale that confirms the vehicle has been traded in or sold.

Once we receive this confirmation, we will promptly update your policy to remove the old vehicle. Please send the documentation to service@chartwellins.com.

If you have any questions or need further assistance, feel free to contact us. We are here to help ensure your insurance needs are met efficiently.

Best regards,

Chartwell Insurance Customer Service Team","For your protection, we won't remove the old car from your policy until you confirm it has been turned in or is no longer in your possession. Please notify us when the trade-in is complete.",Vehicle Change,"remove old car, trade in completion",Should explain protective measure of waiting for confirmation,0.5,1.0,6.40482497215271,2,2025-09-27T14:04:25.278382,512,128,5,"You are Chartwell Insurance AI Assistant, designed..."
7,Can you provide insurance coverage before my new car is delivered?,"Subject: Pre-Delivery Insurance Coverage for Your New Car

Dear [Customer's Name],

Thank you for reaching out to us regarding insurance coverage for your new car before its delivery. We understand the importance of having coverage in place ahead of time, and we are here to assist you.

To provide insurance coverage before your new car is delivered, please follow these steps:

1. **Send the Purchase Order**: Please provide us with the purchase order for your new vehicle. This document will allow us to issue proof of insurance coverage.

2. **Dealer Coordination**: If necessary, you can have your dealer contact us directly at service@chartwellins.com. We can work with them to ensure everything is in place for the delivery of your car.

Once we receive the purchase order, we will promptly issue the necessary proof of coverage. Please send the document to our email at your earliest convenience.

If you have any further questions or need additional assistance, please do not hesitate to reach out.

Best regards,

Chartwell Insurance Customer Service Team","There is 30 days of automatic coverage for newly acquired vehicles. If you need proof of insurance in advance for the dealer, send us the purchase order or have the dealer contact us directly at service@chartwellins.com.",Vehicle Change,"coverage before delivery, advance proof",Should explain process with purchase order or dealer contact,1.0,1.0,4.437385082244873,2,2025-09-27T14:04:25.278382,512,128,5,"You are Chartwell Insurance AI Assistant, designed..."
8,I'm getting a car this weekend and the dealer needs insurance proof. What should I do?,"Subject: Providing Proof of Insurance for Your New Car Purchase

Dear [Customer's Name],

Thank you for reaching out to us regarding your upcoming car purchase. We understand that your dealer requires proof of insurance before releasing the vehicle, and we're here to help you with this process.

To provide the necessary proof of insurance, please follow these steps:

1. **Send the Purchase Order**: Please email us the purchase order for your new vehicle. This document will enable us to issue the proof of insurance required by your dealer.

2. **Dealer Contact**: Alternatively, you can have your dealer contact us directly at service@chartwellins.com. We can coordinate with them to ensure that all necessary documentation is in place for the release of your car.

Once we receive the purchase order, we will promptly issue the proof of insurance. Please send the document to our email at your earliest convenience to avoid any delays.

If you have any questions or need further assistance, feel free to contact us. We are here to ensure a smooth and efficient process for you.

Best regards,

Chartwell Insurance Customer Service Team","There is 30 days of automatic coverage for newly acquired vehicles. If you need proof of insurance in advance for the dealer, send us the purchase order or have the dealer contact us. Otherwise, just send us the bill of sale after purchase.",Vehicle Change,"weekend purchase, dealer requirements, advance planning",Should offer advance proof options and explain automatic coverage,1.0,1.0,3.9929561614990234,2,2025-09-27T14:04:25.278382,512,128,5,"You are Chartwell Insurance AI Assistant, designed..."
9,What information do you need about my lease when I get a new leased vehicle?,"Subject: Required Lease Information for Your New Vehicle

Dear [Customer's Name],

Congratulations on leasing your new vehicle! To ensure that your insurance policy is accurately updated, we need some specific information regarding your lease.

Please provide us with the following details:

1. **Bill of Sale or Lease Agreement**: This document should include the lessor's information and confirm the terms of your lease.

2. **Lease Details**: Any specific details about the lease, such as the lease term and any special conditions, would be helpful.

3. **Registration State**: Let us know the state in which your leased vehicle will be registered.

Once you have gathered this information, please send it to us at service@chartwellins.com. This will help us update your policy to reflect your new leased vehicle accurately.

If you have any questions or need further assistance, please do not hesitate to reach out. We are here to help with all your insurance needs.

Best regards,

Chartwell Insurance Customer Service Team",Please provide the bill of sale with the lessor information. Also let us know what state the vehicle will be registered in. Send all documentation to service@chartwellins.com.,Vehicle Change,"lease information, required details",Should mention lessor information and bill of sale requirements,1.0,1.0,3.364480972290039,2,2025-09-27T14:04:25.278382,512,128,5,"You are Chartwell Insurance AI Assistant, designed..."
10,I bought a car but my lease return isn't until next week. How do you handle overlapping vehicles?,"Subject: Managing Overlapping Vehicle Coverage for Your New Purchase

Dear [Customer's Name],

Thank you for reaching out to us regarding your recent car purchase and the upcoming return of your leased vehicle. We understand that there may be a period where both vehicles need to be covered, and we're here to assist you with this transition.

Here's how we handle overlapping vehicles:

1. **Automatic Coverage for New Vehicle**: Your newly purchased vehicle is automatically covered for 30 days from the date of acquisition. This ensures you have immediate protection.

2. **Coverage for Leased Vehicle**: Your current leased vehicle will remain on your policy until you return it. For your protection, we will not remove it from your policy until we have confirmation that it is no longer in your possession.

3. **Documentation**: Once you return your leased vehicle, please provide us with confirmation of the return, such as a receipt or a document from the leasing company. This will allow us to update your policy accordingly.

Please send any necessary documentation to service@chartwellins.com. If you have any questions or need further assistance during this transition, feel free to contact us.

We appreciate your attention to this matter and look forward to continuing to serve your insurance needs.

Best regards,

Chartwell Insurance Customer Service Team",Please send the bill of sale for your new vehicle. Let us know when you return the leased vehicle - we won't remove it from your policy until you confirm it's no longer in your possession.,Vehicle Change,"overlapping vehicles, timing, lease return",Should explain policy of keeping both until lease returned,1.0,1.0,4.777621030807495,2,2025-09-27T14:04:25.278382,512,128,5,"You are Chartwell Insurance AI Assistant, designed..."
11,My insurance card shows my old car but I need proof for my new one. How can I get this?,"Subject: Request for Updated Insurance Card for Your New Vehicle

Dear [Customer's Name],

Thank you for reaching out to us regarding the need for updated proof of insurance for your new vehicle. We understand the importance of having the correct documentation and are here to assist you promptly.

To issue an updated insurance card reflecting your new vehicle, please provide us with the following:

1. **Purchase Order or Bill of Sale**: This document will help us verify the details of your new vehicle.

Once we receive this information, we will promptly update your insurance card to reflect your new car. Please send the document to service@chartwellins.com.

If you have any further questions or need additional assistance, please do not hesitate to reach out. We are committed to ensuring you have the necessary documentation as quickly as possible.

Best regards,

Chartwell Insurance Customer Service Team",Please send us the purchase order or bill of sale and we can provide proof of coverage for your new vehicle. You can also have the dealer contact us directly at service@chartwellins.com.,Vehicle Change,"insurance card, new car proof, documentation",Should explain how to get updated proof with purchase documentation,1.0,1.0,2.677764892578125,2,2025-09-27T14:04:25.278382,512,128,5,"You are Chartwell Insurance AI Assistant, designed..."
